,id,AspectTerms,A_start,A_end,OpinionTerms,O_start,O_end,Categories,Polarities,text
778,245,价格,30,32,超值,34,36,价格,正面,无添加剂的老坛酸菜牛肉酱太好了，瓶盖上印刷着非物质文化遗产，价格也是超值的9.9元，还必须要冷链配送，保质期也挺短的，说明确实是不含防腐剂等乱七八糟的添加剂。再说一下味道，挺香的，内含牛肉粒，酸菜等，香辣酸爽口感，拌面下饭挺好，烧鱼烧菜加一点风味更好了!
779,245,_,,,冷链配送,46,50,物流,正面,无添加剂的老坛酸菜牛肉酱太好了，瓶盖上印刷着非物质文化遗产，价格也是超值的9.9元，还必须要冷链配送，保质期也挺短的，说明确实是不含防腐剂等乱七八糟的添加剂。再说一下味道，挺香的，内含牛肉粒，酸菜等，香辣酸爽口感，拌面下饭挺好，烧鱼烧菜加一点风味更好了!
780,245,_,,,不含防腐剂,64,69,整体,正面,无添加剂的老坛酸菜牛肉酱太好了，瓶盖上印刷着非物质文化遗产，价格也是超值的9.9元，还必须要冷链配送，保质期也挺短的，说明确实是不含防腐剂等乱七八糟的添加剂。再说一下味道，挺香的，内含牛肉粒，酸菜等，香辣酸爽口感，拌面下饭挺好，烧鱼烧菜加一点风味更好了!
781,245,味道,83,85,挺香的,86,89,口味,正面,无添加剂的老坛酸菜牛肉酱太好了，瓶盖上印刷着非物质文化遗产，价格也是超值的9.9元，还必须要冷链配送，保质期也挺短的，说明确实是不含防腐剂等乱七八糟的添加剂。再说一下味道，挺香的，内含牛肉粒，酸菜等，香辣酸爽口感，拌面下饭挺好，烧鱼烧菜加一点风味更好了!
782,245,口感,104,106,香辣酸爽,100,104,口味,正面,无添加剂的老坛酸菜牛肉酱太好了，瓶盖上印刷着非物质文化遗产，价格也是超值的9.9元，还必须要冷链配送，保质期也挺短的，说明确实是不含防腐剂等乱七八糟的添加剂。再说一下味道，挺香的，内含牛肉粒，酸菜等，香辣酸爽口感，拌面下饭挺好，烧鱼烧菜加一点风味更好了!
783,245,风味,121,123,更好了,123,126,口味,正面,无添加剂的老坛酸菜牛肉酱太好了，瓶盖上印刷着非物质文化遗产，价格也是超值的9.9元，还必须要冷链配送，保质期也挺短的，说明确实是不含防腐剂等乱七八糟的添加剂。再说一下味道，挺香的，内含牛肉粒，酸菜等，香辣酸爽口感，拌面下饭挺好，烧鱼烧菜加一点风味更好了!
784,246,_,,,优惠,23,25,价格,正面,老坛子 酸菜牛肉风味蔬菜香辣酱，京东秒杀购得，优惠后价位亲民，采用非物质文化遗产老坛子泡菜制作技艺，搭配多种用料制作而成，酱香味道香辣混合，有牛肉粒块、笋干、酸菜丝，有嚼劲儿，配米饭或拌面都挺好。使用了冷链泡沫箱内里加有冰袋运送，很专业也很快，第二天就收到了。
785,246,价位,26,28,亲民,28,30,价格,正面,老坛子 酸菜牛肉风味蔬菜香辣酱，京东秒杀购得，优惠后价位亲民，采用非物质文化遗产老坛子泡菜制作技艺，搭配多种用料制作而成，酱香味道香辣混合，有牛肉粒块、笋干、酸菜丝，有嚼劲儿，配米饭或拌面都挺好。使用了冷链泡沫箱内里加有冰袋运送，很专业也很快，第二天就收到了。
786,246,用料,54,56,多种,52,54,整体,正面,老坛子 酸菜牛肉风味蔬菜香辣酱，京东秒杀购得，优惠后价位亲民，采用非物质文化遗产老坛子泡菜制作技艺，搭配多种用料制作而成，酱香味道香辣混合，有牛肉粒块、笋干、酸菜丝，有嚼劲儿，配米饭或拌面都挺好。使用了冷链泡沫箱内里加有冰袋运送，很专业也很快，第二天就收到了。
787,246,味道,63,65,酱香,61,63,口味,正面,老坛子 酸菜牛肉风味蔬菜香辣酱，京东秒杀购得，优惠后价位亲民，采用非物质文化遗产老坛子泡菜制作技艺，搭配多种用料制作而成，酱香味道香辣混合，有牛肉粒块、笋干、酸菜丝，有嚼劲儿，配米饭或拌面都挺好。使用了冷链泡沫箱内里加有冰袋运送，很专业也很快，第二天就收到了。
788,246,味道,63,65,香辣混合,65,69,口味,正面,老坛子 酸菜牛肉风味蔬菜香辣酱，京东秒杀购得，优惠后价位亲民，采用非物质文化遗产老坛子泡菜制作技艺，搭配多种用料制作而成，酱香味道香辣混合，有牛肉粒块、笋干、酸菜丝，有嚼劲儿，配米饭或拌面都挺好。使用了冷链泡沫箱内里加有冰袋运送，很专业也很快，第二天就收到了。
789,246,_,,,有嚼劲儿,83,87,口味,正面,老坛子 酸菜牛肉风味蔬菜香辣酱，京东秒杀购得，优惠后价位亲民，采用非物质文化遗产老坛子泡菜制作技艺，搭配多种用料制作而成，酱香味道香辣混合，有牛肉粒块、笋干、酸菜丝，有嚼劲儿，配米饭或拌面都挺好。使用了冷链泡沫箱内里加有冰袋运送，很专业也很快，第二天就收到了。
790,246,_,,,都挺好,94,97,整体,正面,老坛子 酸菜牛肉风味蔬菜香辣酱，京东秒杀购得，优惠后价位亲民，采用非物质文化遗产老坛子泡菜制作技艺，搭配多种用料制作而成，酱香味道香辣混合，有牛肉粒块、笋干、酸菜丝，有嚼劲儿，配米饭或拌面都挺好。使用了冷链泡沫箱内里加有冰袋运送，很专业也很快，第二天就收到了。
791,246,_,,,冰袋运送,110,114,物流,正面,老坛子 酸菜牛肉风味蔬菜香辣酱，京东秒杀购得，优惠后价位亲民，采用非物质文化遗产老坛子泡菜制作技艺，搭配多种用料制作而成，酱香味道香辣混合，有牛肉粒块、笋干、酸菜丝，有嚼劲儿，配米饭或拌面都挺好。使用了冷链泡沫箱内里加有冰袋运送，很专业也很快，第二天就收到了。
792,246,_,,,很专业也很快,115,121,物流,正面,老坛子 酸菜牛肉风味蔬菜香辣酱，京东秒杀购得，优惠后价位亲民，采用非物质文化遗产老坛子泡菜制作技艺，搭配多种用料制作而成，酱香味道香辣混合，有牛肉粒块、笋干、酸菜丝，有嚼劲儿，配米饭或拌面都挺好。使用了冷链泡沫箱内里加有冰袋运送，很专业也很快，第二天就收到了。
793,246,_,,,第二天就收到了,122,129,物流,正面,老坛子 酸菜牛肉风味蔬菜香辣酱，京东秒杀购得，优惠后价位亲民，采用非物质文化遗产老坛子泡菜制作技艺，搭配多种用料制作而成，酱香味道香辣混合，有牛肉粒块、笋干、酸菜丝，有嚼劲儿，配米饭或拌面都挺好。使用了冷链泡沫箱内里加有冰袋运送，很专业也很快，第二天就收到了。
794,247,发货,19,21,很快,21,23,物流,正面,老坛酸菜牛肉秒杀1元1瓶，直接卡点抢！发货很快，第二天到了打开一闻，满满香味，馋的我直接试吃，贼好吃，牛肉还多，拌面拌饭啥的完美，这个真是好吃啊，原价买都不亏啊！
795,247,香味,36,38,满满,34,36,口味,正面,老坛酸菜牛肉秒杀1元1瓶，直接卡点抢！发货很快，第二天到了打开一闻，满满香味，馋的我直接试吃，贼好吃，牛肉还多，拌面拌饭啥的完美，这个真是好吃啊，原价买都不亏啊！
796,247,_,,,贼好吃,47,50,口味,正面,老坛酸菜牛肉秒杀1元1瓶，直接卡点抢！发货很快，第二天到了打开一闻，满满香味，馋的我直接试吃，贼好吃，牛肉还多，拌面拌饭啥的完美，这个真是好吃啊，原价买都不亏啊！
797,247,牛肉,4,6,还多,53,55,整体,正面,老坛酸菜牛肉秒杀1元1瓶，直接卡点抢！发货很快，第二天到了打开一闻，满满香味，馋的我直接试吃，贼好吃，牛肉还多，拌面拌饭啥的完美，这个真是好吃啊，原价买都不亏啊！
798,247,拌面拌饭,56,60,完美,62,64,口味,正面,老坛酸菜牛肉秒杀1元1瓶，直接卡点抢！发货很快，第二天到了打开一闻，满满香味，馋的我直接试吃，贼好吃，牛肉还多，拌面拌饭啥的完美，这个真是好吃啊，原价买都不亏啊！
799,247,_,,,真是好吃啊,67,72,口味,正面,老坛酸菜牛肉秒杀1元1瓶，直接卡点抢！发货很快，第二天到了打开一闻，满满香味，馋的我直接试吃，贼好吃，牛肉还多，拌面拌饭啥的完美，这个真是好吃啊，原价买都不亏啊！
800,247,_,,,不亏,77,79,价格,正面,老坛酸菜牛肉秒杀1元1瓶，直接卡点抢！发货很快，第二天到了打开一闻，满满香味，馋的我直接试吃，贼好吃，牛肉还多，拌面拌饭啥的完美，这个真是好吃啊，原价买都不亏啊！
801,248,_,,,非常好吃,0,4,口味,正面,非常好吃，肉粒大又多，包装也很用心
802,248,肉粒,5,7,大又多,7,10,整体,正面,非常好吃，肉粒大又多，包装也很用心
803,248,包装,11,13,很用心,14,17,包装,正面,非常好吃，肉粒大又多，包装也很用心
804,249,_,,,非常好吃,0,4,口味,正面,非常好吃，快递送货很快，包装也很好看，真的是老坛，只不过是小老坛，吃完还会继续来购买的，点赞！
805,249,快递送货,5,9,很快,9,11,物流,正面,非常好吃，快递送货很快，包装也很好看，真的是老坛，只不过是小老坛，吃完还会继续来购买的，点赞！
806,249,包装,12,14,很好看,15,18,包装,正面,非常好吃，快递送货很快，包装也很好看，真的是老坛，只不过是小老坛，吃完还会继续来购买的，点赞！
807,249,_,,,继续来购买,37,42,整体,正面,非常好吃，快递送货很快，包装也很好看，真的是老坛，只不过是小老坛，吃完还会继续来购买的，点赞！
808,249,_,,,点赞,44,46,整体,正面,非常好吃，快递送货很快，包装也很好看，真的是老坛，只不过是小老坛，吃完还会继续来购买的，点赞！
809,250,质量,0,2,非常好,2,5,整体,正面,质量非常好，与卖家描述的完全一致，完全超出期望值，包装非常仔细，很满意的一次购物服务质量好，态度热情，值得推荐！掌柜发货很及时，谢谢啦！！！
810,250,描述,9,11,完全一致,12,16,整体,正面,质量非常好，与卖家描述的完全一致，完全超出期望值，包装非常仔细，很满意的一次购物服务质量好，态度热情，值得推荐！掌柜发货很及时，谢谢啦！！！
811,250,_,,,完全超出期望值,17,24,整体,正面,质量非常好，与卖家描述的完全一致，完全超出期望值，包装非常仔细，很满意的一次购物服务质量好，态度热情，值得推荐！掌柜发货很及时，谢谢啦！！！
812,250,包装,25,27,非常仔细,27,31,包装,正面,质量非常好，与卖家描述的完全一致，完全超出期望值，包装非常仔细，很满意的一次购物服务质量好，态度热情，值得推荐！掌柜发货很及时，谢谢啦！！！
813,250,购物,38,40,很满意,32,35,整体,正面,质量非常好，与卖家描述的完全一致，完全超出期望值，包装非常仔细，很满意的一次购物服务质量好，态度热情，值得推荐！掌柜发货很及时，谢谢啦！！！
814,250,态度,46,48,热情,48,50,体验,正面,质量非常好，与卖家描述的完全一致，完全超出期望值，包装非常仔细，很满意的一次购物服务质量好，态度热情，值得推荐！掌柜发货很及时，谢谢啦！！！
815,250,_,,,值得推荐,51,55,整体,正面,质量非常好，与卖家描述的完全一致，完全超出期望值，包装非常仔细，很满意的一次购物服务质量好，态度热情，值得推荐！掌柜发货很及时，谢谢啦！！！
816,250,发货,58,60,很及时,60,63,物流,正面,质量非常好，与卖家描述的完全一致，完全超出期望值，包装非常仔细，很满意的一次购物服务质量好，态度热情，值得推荐！掌柜发货很及时，谢谢啦！！！
817,250,_,,,谢谢,64,66,整体,正面,质量非常好，与卖家描述的完全一致，完全超出期望值，包装非常仔细，很满意的一次购物服务质量好，态度热情，值得推荐！掌柜发货很及时，谢谢啦！！！
818,251,_,,,很好吃,0,3,口味,正面,很好吃，味道不错
819,251,味道,4,6,不错,6,8,口味,正面,很好吃，味道不错
820,252,_,,,真心是好吃,4,9,口味,正面,这个辣酱真心是好吃，就是价格有点贵酸酸辣辣的
821,252,价格,12,14,有点贵,14,17,价格,负面,这个辣酱真心是好吃，就是价格有点贵酸酸辣辣的
822,252,_,,,酸酸辣辣的,17,22,口味,正面,这个辣酱真心是好吃，就是价格有点贵酸酸辣辣的
823,252,_,,,真心是好吃,4,9,口味,正面,这个辣酱真心是好吃，就是价格有点贵酸酸辣辣的
824,253,_,,,不错的,3,6,整体,正面,调味酱不错的，包装干净送货快的
825,253,包装,7,9,干净,9,11,包装,正面,调味酱不错的，包装干净送货快的
826,253,送货,11,13,快的,13,15,物流,正面,调味酱不错的，包装干净送货快的
827,254,味道,0,2,好极了,2,5,口味,正面,味道好极了，和沙茶酱一起买的，吃火锅标配，包装也很用心，厚厚的包了几层
828,254,包装,21,23,很用心,24,27,包装,正面,味道好极了，和沙茶酱一起买的，吃火锅标配，包装也很用心，厚厚的包了几层
829,255,口感,41,43,真的很好,43,47,口味,正面,李子柒的广告视频，确实拍得太成功了。如今产品正式上线开售，迫不及待的买了这款辣酱，口感真的很好。辣酱里添加了竹笋，豆腐干以及各种山菌蘑菇，吃起来香辣可口，特别适合作为下饭菜。价格呢有点贵
830,255,价格,87,89,有点贵,90,93,价格,正面,李子柒的广告视频，确实拍得太成功了。如今产品正式上线开售，迫不及待的买了这款辣酱，口感真的很好。辣酱里添加了竹笋，豆腐干以及各种山菌蘑菇，吃起来香辣可口，特别适合作为下饭菜。价格呢有点贵
831,255,_,,,香辣可口,72,76,口味,正面,李子柒的广告视频，确实拍得太成功了。如今产品正式上线开售，迫不及待的买了这款辣酱，口感真的很好。辣酱里添加了竹笋，豆腐干以及各种山菌蘑菇，吃起来香辣可口，特别适合作为下饭菜。价格呢有点贵
832,255,下饭菜,83,86,特别适合,77,81,口味,正面,李子柒的广告视频，确实拍得太成功了。如今产品正式上线开售，迫不及待的买了这款辣酱，口感真的很好。辣酱里添加了竹笋，豆腐干以及各种山菌蘑菇，吃起来香辣可口，特别适合作为下饭菜。价格呢有点贵
833,256,口味,5,7,不符合,0,3,口味,负面,不符合我的口味
834,257,口味,7,9,不喜欢,2,5,口味,负面,本人不喜欢这个口味，油比较腻，糊嘴，有不新鲜的感觉。 和个人做的最简单的三大辣相比差远了。“
835,257,_,,,比较腻,11,14,口味,负面,本人不喜欢这个口味，油比较腻，糊嘴，有不新鲜的感觉。 和个人做的最简单的三大辣相比差远了。“
836,257,_,,,糊嘴,15,17,口味,负面,本人不喜欢这个口味，油比较腻，糊嘴，有不新鲜的感觉。 和个人做的最简单的三大辣相比差远了。“
837,257,_,,,不新鲜,19,22,整体,负面,本人不喜欢这个口味，油比较腻，糊嘴，有不新鲜的感觉。 和个人做的最简单的三大辣相比差远了。“
838,257,_,,,差远了,41,44,整体,负面,本人不喜欢这个口味，油比较腻，糊嘴，有不新鲜的感觉。 和个人做的最简单的三大辣相比差远了。“
839,258,味,0,1,美,1,2,口味,正面,味美
840,259,包装,0,2,很细致,2,5,包装,正面,包装很细致 ，口味很好
841,259,口味,7,9,很好,9,11,口味,正面,包装很细致 ，口味很好
842,260,包装,0,2,完整,2,4,包装,正面,包装完整，打开箱子包装的很扎实，昨晚专门打开一瓶尝尝味道真的很不错(*?′╰╯`?)?是我喜欢的口味，辣，香，是喜欢吃辣人的福星，爱你呦(?? 3(???c)
843,260,包装,9,11,很扎实,12,15,包装,正面,包装完整，打开箱子包装的很扎实，昨晚专门打开一瓶尝尝味道真的很不错(*?′╰╯`?)?是我喜欢的口味，辣，香，是喜欢吃辣人的福星，爱你呦(?? 3(???c)
844,260,味道,26,28,真的很不错,28,33,口味,正面,包装完整，打开箱子包装的很扎实，昨晚专门打开一瓶尝尝味道真的很不错(*?′╰╯`?)?是我喜欢的口味，辣，香，是喜欢吃辣人的福星，爱你呦(?? 3(???c)
845,260,口味,48,50,喜欢的,45,48,口味,正面,包装完整，打开箱子包装的很扎实，昨晚专门打开一瓶尝尝味道真的很不错(*?′╰╯`?)?是我喜欢的口味，辣，香，是喜欢吃辣人的福星，爱你呦(?? 3(???c)
846,260,_,,,辣,51,52,口味,正面,包装完整，打开箱子包装的很扎实，昨晚专门打开一瓶尝尝味道真的很不错(*?′╰╯`?)?是我喜欢的口味，辣，香，是喜欢吃辣人的福星，爱你呦(?? 3(???c)
847,260,_,,,香,53,54,口味,正面,包装完整，打开箱子包装的很扎实，昨晚专门打开一瓶尝尝味道真的很不错(*?′╰╯`?)?是我喜欢的口味，辣，香，是喜欢吃辣人的福星，爱你呦(?? 3(???c)
848,260,_,,,爱你呦,65,68,整体,正面,包装完整，打开箱子包装的很扎实，昨晚专门打开一瓶尝尝味道真的很不错(*?′╰╯`?)?是我喜欢的口味，辣，香，是喜欢吃辣人的福星，爱你呦(?? 3(???c)
849,261,_,,,太可笑了,0,4,整体,负面,太可笑了！看到这个东西不知道你们还敢不敢吃，作为一个品牌这个质量令人堪忧！京东客服更牛，说我已经签收，无法确定东西是否是里面的，这瓶辣酱我拿到一分钟没有就打开了，一口没吃，直接就看到这个了，还能说出这话！然后我再问问，谁买辣酱是打开吃完再签收的？
850,261,质量,30,32,令人堪忧,32,36,整体,负面,太可笑了！看到这个东西不知道你们还敢不敢吃，作为一个品牌这个质量令人堪忧！京东客服更牛，说我已经签收，无法确定东西是否是里面的，这瓶辣酱我拿到一分钟没有就打开了，一口没吃，直接就看到这个了，还能说出这话！然后我再问问，谁买辣酱是打开吃完再签收的？
851,262,_,,,一般,0,2,整体,负面,一般，味道像超市里的辣豆干，包装有点漏，不怎么好吃，也没很难
852,262,包装,14,16,有点漏,16,19,包装,负面,一般，味道像超市里的辣豆干，包装有点漏，不怎么好吃，也没很难
853,262,_,,,不怎么好吃,20,25,口味,负面,一般，味道像超市里的辣豆干，包装有点漏，不怎么好吃，也没很难
854,263,味道,4,6,一般般,6,9,口味,负面,很多油，味道一般般
855,263,油,2,3,很多,0,2,整体,负面,很多油，味道一般般
856,264,脂肪,16,18,少,18,19,整体,正面,最近家里人都在吃粗粮 说是粗粮含脂肪少 含糖量也低 对身体好 那就先买个小包装的试试看 平时吃惯了细粮 粗粮更有嚼劲 炖了一小锅米 还不错 米香味也很浓郁 以后会继续回购的！京东快递送货也快 方便快捷.
857,264,含糖量,20,23,低,24,25,整体,正面,最近家里人都在吃粗粮 说是粗粮含脂肪少 含糖量也低 对身体好 那就先买个小包装的试试看 平时吃惯了细粮 粗粮更有嚼劲 炖了一小锅米 还不错 米香味也很浓郁 以后会继续回购的！京东快递送货也快 方便快捷.
858,264,_,,,对身体好,26,30,整体,正面,最近家里人都在吃粗粮 说是粗粮含脂肪少 含糖量也低 对身体好 那就先买个小包装的试试看 平时吃惯了细粮 粗粮更有嚼劲 炖了一小锅米 还不错 米香味也很浓郁 以后会继续回购的！京东快递送货也快 方便快捷.
859,264,粗粮,52,54,有嚼劲,55,58,口味,正面,最近家里人都在吃粗粮 说是粗粮含脂肪少 含糖量也低 对身体好 那就先买个小包装的试试看 平时吃惯了细粮 粗粮更有嚼劲 炖了一小锅米 还不错 米香味也很浓郁 以后会继续回购的！京东快递送货也快 方便快捷.
860,264,_,,,还不错,66,69,整体,正面,最近家里人都在吃粗粮 说是粗粮含脂肪少 含糖量也低 对身体好 那就先买个小包装的试试看 平时吃惯了细粮 粗粮更有嚼劲 炖了一小锅米 还不错 米香味也很浓郁 以后会继续回购的！京东快递送货也快 方便快捷.
861,264,米香味,70,73,很浓郁,74,77,口味,正面,最近家里人都在吃粗粮 说是粗粮含脂肪少 含糖量也低 对身体好 那就先买个小包装的试试看 平时吃惯了细粮 粗粮更有嚼劲 炖了一小锅米 还不错 米香味也很浓郁 以后会继续回购的！京东快递送货也快 方便快捷.
862,264,_,,,以后会继续回购,78,85,整体,正面,最近家里人都在吃粗粮 说是粗粮含脂肪少 含糖量也低 对身体好 那就先买个小包装的试试看 平时吃惯了细粮 粗粮更有嚼劲 炖了一小锅米 还不错 米香味也很浓郁 以后会继续回购的！京东快递送货也快 方便快捷.
863,264,送货,91,93,也快,93,96,物流,正面,最近家里人都在吃粗粮 说是粗粮含脂肪少 含糖量也低 对身体好 那就先买个小包装的试试看 平时吃惯了细粮 粗粮更有嚼劲 炖了一小锅米 还不错 米香味也很浓郁 以后会继续回购的！京东快递送货也快 方便快捷.
864,264,_,,,方便快捷,96,100,物流,正面,最近家里人都在吃粗粮 说是粗粮含脂肪少 含糖量也低 对身体好 那就先买个小包装的试试看 平时吃惯了细粮 粗粮更有嚼劲 炖了一小锅米 还不错 米香味也很浓郁 以后会继续回购的！京东快递送货也快 方便快捷.
865,265,产品包装,0,4,还不错,5,9,包装,正面,产品包装：还不错的，收到五色米已经好几天了，没做饭吃就没来的急评价，昨天做的米饭吃还真的好吃，我加了一些泰国大米，口感真的很好，好吃的不要不要的了，恰好东北大米还好吃，我是东北人，首选东北米，东北好大米，还是北纯牌“
866,265,米饭,38,40,好吃,44,46,口味,正面,产品包装：还不错的，收到五色米已经好几天了，没做饭吃就没来的急评价，昨天做的米饭吃还真的好吃，我加了一些泰国大米，口感真的很好，好吃的不要不要的了，恰好东北大米还好吃，我是东北人，首选东北米，东北好大米，还是北纯牌“
867,265,口感,57,59,很好,61,63,口味,正面,产品包装：还不错的，收到五色米已经好几天了，没做饭吃就没来的急评价，昨天做的米饭吃还真的好吃，我加了一些泰国大米，口感真的很好，好吃的不要不要的了，恰好东北大米还好吃，我是东北人，首选东北米，东北好大米，还是北纯牌“
868,265,_,,,好吃的不要不要的,64,72,口味,正面,产品包装：还不错的，收到五色米已经好几天了，没做饭吃就没来的急评价，昨天做的米饭吃还真的好吃，我加了一些泰国大米，口感真的很好，好吃的不要不要的了，恰好东北大米还好吃，我是东北人，首选东北米，东北好大米，还是北纯牌“
869,265,_,,,东北好大米,96,101,体验,正面,产品包装：还不错的，收到五色米已经好几天了，没做饭吃就没来的急评价，昨天做的米饭吃还真的好吃，我加了一些泰国大米，口感真的很好，好吃的不要不要的了，恰好东北大米还好吃，我是东北人，首选东北米，东北好大米，还是北纯牌“
870,266,_,,,很划算,32,35,价格,正面,21.9元一包，满99-50，相当于十块多一包，1.25kg装，很划算啦。各种粗粮豆子在一起，奥八宝粥，很香。每天晚上放进电饭煲，定好时间，第二天早晨正好早餐吃，非常好。家人都很喜欢，爱喝，还会继续购入的
871,266,八宝粥,48,51,很香,52,54,口味,正面,21.9元一包，满99-50，相当于十块多一包，1.25kg装，很划算啦。各种粗粮豆子在一起，奥八宝粥，很香。每天晚上放进电饭煲，定好时间，第二天早晨正好早餐吃，非常好。家人都很喜欢，爱喝，还会继续购入的
872,266,_,,,非常好,81,84,整体,正面,21.9元一包，满99-50，相当于十块多一包，1.25kg装，很划算啦。各种粗粮豆子在一起，奥八宝粥，很香。每天晚上放进电饭煲，定好时间，第二天早晨正好早餐吃，非常好。家人都很喜欢，爱喝，还会继续购入的
873,266,_,,,很喜欢,88,91,整体,正面,21.9元一包，满99-50，相当于十块多一包，1.25kg装，很划算啦。各种粗粮豆子在一起，奥八宝粥，很香。每天晚上放进电饭煲，定好时间，第二天早晨正好早餐吃，非常好。家人都很喜欢，爱喝，还会继续购入的
874,266,_,,,爱喝,92,94,口味,正面,21.9元一包，满99-50，相当于十块多一包，1.25kg装，很划算啦。各种粗粮豆子在一起，奥八宝粥，很香。每天晚上放进电饭煲，定好时间，第二天早晨正好早餐吃，非常好。家人都很喜欢，爱喝，还会继续购入的
875,266,_,,,还会继续购入,95,101,整体,正面,21.9元一包，满99-50，相当于十块多一包，1.25kg装，很划算啦。各种粗粮豆子在一起，奥八宝粥，很香。每天晚上放进电饭煲，定好时间，第二天早晨正好早餐吃，非常好。家人都很喜欢，爱喝，还会继续购入的
876,267,做活动,19,22,_,,,价格,正面,北纯这个牌子也是买了好多次。这几个京东做活动的品牌真心都很不错，而且划算的不要不要的的，包装也很精致。煮了粥，吃起来不错，挺香质量非常好，与卖家描述的完全一致，非常满意，真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，这个糙米很干净，蒸出的饭也比较好吃
877,267,品牌,23,25,真心都很不错,25,31,体验,正面,北纯这个牌子也是买了好多次。这几个京东做活动的品牌真心都很不错，而且划算的不要不要的的，包装也很精致。煮了粥，吃起来不错，挺香质量非常好，与卖家描述的完全一致，非常满意，真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，这个糙米很干净，蒸出的饭也比较好吃
878,267,_,,,划算,34,36,价格,正面,北纯这个牌子也是买了好多次。这几个京东做活动的品牌真心都很不错，而且划算的不要不要的的，包装也很精致。煮了粥，吃起来不错，挺香质量非常好，与卖家描述的完全一致，非常满意，真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，这个糙米很干净，蒸出的饭也比较好吃
879,267,_,,,不要不要的,37,42,价格,正面,北纯这个牌子也是买了好多次。这几个京东做活动的品牌真心都很不错，而且划算的不要不要的的，包装也很精致。煮了粥，吃起来不错，挺香质量非常好，与卖家描述的完全一致，非常满意，真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，这个糙米很干净，蒸出的饭也比较好吃
880,267,包装,44,46,很精致,47,50,包装,正面,北纯这个牌子也是买了好多次。这几个京东做活动的品牌真心都很不错，而且划算的不要不要的的，包装也很精致。煮了粥，吃起来不错，挺香质量非常好，与卖家描述的完全一致，非常满意，真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，这个糙米很干净，蒸出的饭也比较好吃
881,267,粥,53,54,吃起来不错,55,60,口味,正面,北纯这个牌子也是买了好多次。这几个京东做活动的品牌真心都很不错，而且划算的不要不要的的，包装也很精致。煮了粥，吃起来不错，挺香质量非常好，与卖家描述的完全一致，非常满意，真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，这个糙米很干净，蒸出的饭也比较好吃
882,267,_,,,挺香,61,63,口味,正面,北纯这个牌子也是买了好多次。这几个京东做活动的品牌真心都很不错，而且划算的不要不要的的，包装也很精致。煮了粥，吃起来不错，挺香质量非常好，与卖家描述的完全一致，非常满意，真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，这个糙米很干净，蒸出的饭也比较好吃
883,267,质量,63,65,非常好,65,68,整体,正面,北纯这个牌子也是买了好多次。这几个京东做活动的品牌真心都很不错，而且划算的不要不要的的，包装也很精致。煮了粥，吃起来不错，挺香质量非常好，与卖家描述的完全一致，非常满意，真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，这个糙米很干净，蒸出的饭也比较好吃
884,267,卖家描述,70,74,完全一致,75,79,体验,正面,北纯这个牌子也是买了好多次。这几个京东做活动的品牌真心都很不错，而且划算的不要不要的的，包装也很精致。煮了粥，吃起来不错，挺香质量非常好，与卖家描述的完全一致，非常满意，真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，这个糙米很干净，蒸出的饭也比较好吃
885,267,_,,,非常满意,80,84,整体,正面,北纯这个牌子也是买了好多次。这几个京东做活动的品牌真心都很不错，而且划算的不要不要的的，包装也很精致。煮了粥，吃起来不错，挺香质量非常好，与卖家描述的完全一致，非常满意，真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，这个糙米很干净，蒸出的饭也比较好吃
886,267,_,,,真的很喜欢,85,90,整体,正面,北纯这个牌子也是买了好多次。这几个京东做活动的品牌真心都很不错，而且划算的不要不要的的，包装也很精致。煮了粥，吃起来不错，挺香质量非常好，与卖家描述的完全一致，非常满意，真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，这个糙米很干净，蒸出的饭也比较好吃
887,267,_,,,超出期望值,93,97,整体,正面,北纯这个牌子也是买了好多次。这几个京东做活动的品牌真心都很不错，而且划算的不要不要的的，包装也很精致。煮了粥，吃起来不错，挺香质量非常好，与卖家描述的完全一致，非常满意，真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，这个糙米很干净，蒸出的饭也比较好吃
